id,w_foreign_language,w_literature,w_math,x_biology,x_chemistry,x_physics,y_civic_education,y_geography,y_history,z_average,z_max,z_min
33003932,2,7.50,3.20,-,-,-,6.25,5.50,3.50,4.66,7.5,2.0
33003935,8.40,6.75,9.40,5,8.50,8,-,-,-,7.67,9.4,5.0
33003934,8,7.25,7.80,-,-,-,8.50,6.50,7.25,7.55,8.5,6.5
33003940,7.60,9.25,7.60,-,-,-,9.25,6.25,5,7.49,9.25,5.0
33003939,9.40,9,7.40,-,-,-,10,8.75,8.25,8.8,10.0,8.25
33003941,9.80,6.50,9.20,5.75,6.75,9,-,-,-,7.83,9.8,5.75
33003942,2.60,6.75,5,-,-,-,7.75,5.75,2.50,5.06,7.75,2.5
33003943,8.20,6.75,8.80,-,-,-,10,8.25,8.75,8.46,10.0,6.75
33003945,9.40,7.75,9,-,-,-,9.50,9.25,6.25,8.53,9.5,6.25
33003944,5.60,5.75,8.80,3.50,8,7.25,-,-,-,6.48,8.8,3.5
33003946,8.60,7.75,8.40,6.50,6,6.50,-,-,-,7.29,8.6,6.0
33003952,6.20,6,8.20,4.50,5.75,7.25,-,-,-,6.32,8.2,4.5
33003953,7.60,5.75,9.20,3.25,6.75,8.50,-,-,-,6.84,9.2,3.25
33003955,8,6.25,8,-,-,-,7.75,6.50,3,6.58,8.0,3.0
33003957,9.40,7,8.20,3.75,8.25,7,-,-,-,7.27,9.4,3.75
33003960,8.20,9,6.60,-,-,-,9.25,6.25,6.75,7.67,9.25,6.25
33003961,9.60,9,8.60,-,-,-,9.25,6.75,5.50,8.12,9.6,5.5
33003962,8.80,6.75,7,-,-,-,9.75,8.25,8,8.09,9.75,6.75
33003963,7,7.25,8.80,8,9,5,-,-,-,7.51,9.0,5.0
33003968,8.40,7.25,9,9.25,9.75,8.75,-,-,-,8.73,9.75,7.25
33003969,9.40,9,7.60,-,-,-,9.50,6.50,4.25,7.71,9.5,4.25
33003970,8.60,6,7.20,-,-,-,6.75,6.75,2.50,6.3,8.6,2.5
33003972,8.80,8.25,7.60,-,-,-,8.25,7,3.50,7.23,8.8,3.5
33003973,6,7.25,6,-,-,-,8.25,7,4.25,6.46,8.25,4.25
33003974,8.40,5.75,8.60,5,5.75,6.50,-,-,-,6.67,8.6,5.0
33003976,9.60,9.50,8.80,-,-,-,9.75,8.75,7.50,8.98,9.75,7.5
33003980,3.20,5.75,4.60,-,-,-,7,5.75,1.75,4.67,7.0,1.75
33003981,3.20,6.50,4.20,-,-,-,9.75,7,5.50,6.02,9.75,3.2
33003982,9.20,8,9.20,9.75,9.75,7.25,-,-,-,8.86,9.75,7.25
33003983,4.20,5,4.40,-,-,-,6.50,5.25,2.25,4.6,6.5,2.25
33003986,8.40,7.50,7.60,8.25,8,6.25,-,-,-,7.67,8.4,6.25
33003988,9.80,7.50,8.20,7,8.25,7.50,-,-,-,8.04,9.8,7.0
33003985,8.60,7.25,8.40,8,8.25,6.75,-,-,-,7.88,8.6,6.75
33003987,8.40,8.25,6.20,-,-,-,10,7,5,7.48,10.0,5.0
33003990,9.60,8.75,8.40,-,-,-,9.25,8,5.75,8.29,9.6,5.75
33003996,9.40,5.25,9,5.50,8.75,6,-,-,-,7.32,9.4,5.25
33004000,4,6.75,5.80,-,-,-,9,6.75,5.50,6.3,9.0,4.0
33004001,3,7,4.60,-,-,-,7.25,5.25,3.50,5.1,7.25,3.0
33004002,8.20,6.25,9,4.50,4,8,-,-,-,6.66,9.0,4.0
33004003,7.60,6.75,6.80,-,-,-,8.50,8.50,7,7.52,8.5,6.75
33004005,6.20,6.75,7.60,-,-,-,9.25,7.50,2.25,6.59,9.25,2.25
33004011,2,7,5.20,-,-,-,8.25,6.75,1.75,5.16,8.25,1.75
33004010,8,8.25,5.40,-,-,-,8.25,8.50,2.75,6.86,8.5,2.75
33004012,5,7.33,4.20,-,-,-,7.75,6.50,3.75,5.75,7.75,3.75
33004013,9.60,7.50,8.80,6.50,8.25,8,-,-,-,8.11,9.6,6.5
33004014,3.60,7.25,7.40,-,-,-,8.75,7.75,4.25,6.5,8.75,3.6
33004016,6.40,8,6.60,-,-,-,9,8,5.50,7.25,9.0,5.5
33004018,8.40,7.25,8.60,10,9.25,5.75,-,-,-,8.21,10.0,5.75
33004020,9.60,7.75,8.40,5.75,6.50,7.25,-,-,-,7.54,9.6,5.75
33004017,9.40,7.75,9.40,9.50,9.25,7.25,-,-,-,8.76,9.5,7.25
33004021,8,9,7.20,-,-,-,7.50,5.25,4,6.83,9.0,4.0
33004023,5.40,8,8.80,-,-,-,9.50,9.25,8.50,8.24,9.5,5.4
33004019,10,7.50,8.60,-,-,-,9.75,8.50,7.25,8.6,10.0,7.25
33004024,9.40,9,7.40,-,-,-,9,7,7.25,8.17,9.4,7.0
33004028,6.40,7.50,8,-,-,-,7.75,8.25,6.75,7.44,8.25,6.4
33004026,10,8.75,9,7.75,8.25,8.25,-,-,-,8.67,10.0,7.75
33004027,9.20,8.25,9.20,6.50,7.25,8.25,-,-,-,8.11,9.2,6.5
33004031,2.60,7,7.60,4.75,7.50,8,-,-,-,6.24,8.0,2.6
33004033,9.20,8,8.20,-,-,-,9,7,5.75,7.86,9.2,5.75
33004030,9.80,8.75,9.20,-,-,-,9,7.75,6.50,8.5,9.8,6.5
33004035,8.80,7,9,5.25,9.75,9,-,-,-,8.13,9.75,5.25
33004036,7.20,6.75,9,7.50,9,7.50,-,-,-,7.83,9.0,6.75
33004037,5.60,6.25,9.20,5.50,9,9,-,-,-,7.42,9.2,5.5
33004038,10,8.75,8,-,-,-,9.50,8.50,7,8.62,10.0,7.0
33004040,8.80,9,8.40,-,-,-,8.50,9,7,8.45,9.0,7.0
33004041,8.60,7.75,8.40,5.75,5.75,8.25,-,-,-,7.42,8.6,5.75
33004042,10,9,8.80,-,-,-,9,8.75,7.25,8.8,10.0,7.25
33004043,10,6.25,8.40,6,5.25,8,-,-,-,7.32,10.0,5.25
33004044,9.60,5.75,9,8,6.50,8.50,-,-,-,7.89,9.6,5.75
33004047,9,7.25,8.40,7.25,7.50,8.25,-,-,-,7.94,9.0,7.25
33004045,8.40,6.50,8.80,5.25,7.75,8.75,-,-,-,7.58,8.8,5.25
33004046,9.40,8.25,8.40,4.50,6,8.50,-,-,-,7.51,9.4,4.5
33004048,9.80,7,9.20,6,8,8.25,-,-,-,8.04,9.8,6.0
33004049,2.80,5.25,5.60,-,-,-,7.25,5,2.25,4.69,7.25,2.25
33004050,9.80,6.25,9.40,6,4.50,8.75,-,-,-,7.45,9.8,4.5
33004052,6.40,6,8.80,4.75,8.50,8.50,-,-,-,7.16,8.8,4.75
33004051,2.60,5,4.20,-,-,-,7.25,7.50,5.25,5.3,7.5,2.6
33004055,9,8,9.40,6.50,9.50,9.50,-,-,-,8.65,9.5,6.5
33004056,8,5.25,8.40,9.75,7.50,6.75,-,-,-,7.61,9.75,5.25
33004057,9.40,8.25,8.80,7,6.75,9,-,-,-,8.2,9.4,6.75
33004058,9,8.25,7.40,-,-,-,8.25,7.50,7.75,8.03,9.0,7.5
33004061,4.40,7,6.40,-,-,-,9.25,8.50,5.50,6.84,9.25,4.4
33004060,4,6.50,8.40,5.75,7,6.75,-,-,-,6.4,8.4,4.0
33004062,8.80,9,8.20,-,-,-,10,9.75,7.25,8.83,10.0,7.25
33004064,6.20,5.75,9,9.75,9,6.25,-,-,-,7.66,9.75,5.75
33004063,5.20,7.25,6.60,-,-,-,9.25,8.25,4.25,6.8,9.25,4.25
33004065,2.80,6.25,6,-,-,-,8.25,7.50,4.75,5.92,8.25,2.8
33004067,9.20,9,7.20,-,-,-,8.75,7.75,4.25,7.69,9.2,4.25
33004068,9.80,7.50,9,7.50,6.75,8.75,-,-,-,8.22,9.8,6.75
33004069,3,7,6.40,-,-,-,8.75,7,5,6.19,8.75,3.0
33004070,7.60,7.25,7.20,-,-,-,9,8.50,7.75,7.88,9.0,10
33004072,7,8.75,8,-,-,-,8.75,9.50,5.75,7.96,9.5,5.75
33004074,8.40,8.25,6,-,-,-,8.75,8.50,5.50,7.57,8.75,5.5
33004075,9.60,8.75,8.20,-,-,-,9.50,7.50,5.75,8.22,9.6,5.75
33004077,5,6.75,4.20,-,-,-,4.75,5.50,2.75,4.83,6.75,2.75
33004078,9.80,7,8.20,4.75,8,6,-,-,-,7.29,9.8,4.75
33004080,4.60,7,6.80,-,-,-,8.75,6.25,2.75,6.02,8.75,2.75
33004079,2.80,7,4.60,-,-,-,8.75,7.25,1.75,5.36,8.75,1.75
33004081,9.40,7.50,8.20,-,-,-,9,7,4.75,7.64,9.4,4.75
33004083,8.40,6.50,8.20,5.50,8.75,7.50,-,-,-,7.48,8.75,5.5
33004085,8.80,7,8,5.25,7.25,7,-,-,-,7.22,8.8,5.25
33004086,9.60,8.50,8.20,-,-,-,9.25,7.25,5,7.97,9.6,5.0
33004084,8,7,8.60,5.50,9,8.25,-,-,-,7.73,9.0,5.5
33004082,4,6.25,4.40,-,-,-,8,6.25,4.25,5.52,8.0,4.0
33004088,8.60,6,8.60,6.50,9,8,-,-,-,7.78,9.0,6.0
33004091,7,5,8.60,4.50,8.75,8,-,-,-,6.98,8.75,4.5
33004095,3.40,6.50,6.60,-,-,-,8.50,7.50,6,6.42,8.5,3.4
33004092,8,6.75,8.80,7.50,9.75,9,-,-,-,8.3,9.75,6.75
33004094,4.60,6.50,5.40,-,-,-,7,7,3.50,5.67,7.0,3.5
33004099,8.80,6,9.40,5.25,6.50,8.75,-,-,-,7.45,9.4,5.25
33004101,5.80,5.50,9.40,2,8.75,8.75,-,-,-,6.7,9.4,2.0
33004104,9.40,6.75,9.60,7.50,9.50,9,-,-,-,8.62,9.6,6.75
33004103,8.80,8.75,7.40,-,-,-,9.25,8,9.50,8.62,9.5,8.0
33004106,9,5,9,5.50,6.25,5.50,-,-,-,6.71,9.0,5.0
33004109,7.40,4.25,8.40,4.50,9.25,8.50,-,-,-,7.05,9.25,4.25
33004110,2.80,6.75,6,-,-,-,8,7.50,4.50,5.92,8.0,2.8
33004113,5,3.75,4.20,-,-,-,9.25,7.25,6,5.91,9.25,3.75
33004114,8.20,5,8.80,9.25,9.50,6.75,-,-,-,7.92,9.5,5.0
33004115,8.60,8.50,8,-,-,-,9.25,7.75,7,8.18,9.25,7.0
33004119,9,5.50,6.20,-,-,-,9.75,7.75,5.75,7.33,9.75,5.5
33004123,7.40,6.50,7.20,-,-,-,8.50,6.50,5.25,6.89,8.5,5.25
33004126,9.80,8,8.60,6,7,8.25,-,-,-,7.94,9.8,6.0
33004128,3,7.50,5.40,-,-,-,9.25,7.25,3,5.9,9.25,3.0
33004130,8.60,6.25,8.60,6.50,8,6,-,-,-,7.33,8.6,6.0
33004131,9,9,7.60,-,-,-,8.50,6.50,4.25,7.48,9.0,4.25
33004129,6.80,7,7.40,-,-,-,9.75,8.50,7.75,7.87,9.75,6.8
33004133,10,9,8.60,-,-,-,10,8.50,7.50,8.93,10.0,7.5
33004134,8,8,7.80,-,-,-,9,8,7.50,8.05,9.0,7.5
33004136,9.60,9,8,5.50,5.50,5.75,-,-,-,7.23,9.6,5.5
33004138,9.60,8.50,8.40,-,-,-,9.75,8.75,7.50,8.75,9.75,7.5
33004137,8.20,9.50,9,-,-,-,8.25,8,8.50,8.58,9.5,8.0
33004142,2.60,5.75,2.20,-,-,-,7.25,6,4.25,4.67,7.25,2.6
33004140,9.40,7,8.40,5.75,8,6.50,-,-,-,7.51,9.4,5.75
33004143,9.20,7.25,8.20,-,-,-,8.75,7,4.75,7.52,9.2,4.75
33004141,7.20,7,8,-,-,-,6.75,7.25,4.75,6.83,8.0,4.75
33004144,8.60,7.25,7.60,-,-,-,9.50,9,5.50,7.91,9.5,5.5
33004146,9.20,6.25,8.60,4.75,4.50,8,-,-,-,6.88,9.2,4.5
33004147,6,7.50,7.40,-,-,-,8.75,6.75,5.50,6.98,8.75,5.5
33004148,8.20,7,9,10,8.50,7.25,-,-,-,8.33,10.0,7.0
33004145,7,8,7.20,-,-,-,7,7.50,4.75,6.91,8.0,4.75
33004149,3.80,7,5.80,-,-,-,8.25,7.25,5.75,6.31,8.25,3.8
33004150,9,6.50,7.80,-,-,-,8,6,4.75,7.01,9.0,4.75
33004151,9,8.25,8.40,-,-,-,8.25,6.75,5.75,7.73,9.0,5.75
33004153,9.40,8.25,8.80,-,-,-,9.75,7.75,6.75,8.45,9.75,6.75
33004156,7.20,7,9,9.25,9.25,6,-,-,-,7.95,9.25,6.0
33004154,2.20,4.75,4.40,-,-,-,7,5.50,3.75,4.6,7.0,2.2
33004159,9,5.25,9.20,7.25,6,8.75,-,-,-,7.58,9.2,5.25
33004165,9.40,6.25,9.20,8.75,7.50,8.25,-,-,-,8.22,9.4,6.25
33004168,2,6.25,6.40,-,-,-,8.75,7.75,3,5.69,8.75,2.0
33004167,5.60,7.25,7.60,5,4.50,7.50,-,-,-,6.24,7.6,4.5
33004170,3.80,7.75,7.40,-,-,-,9.75,8.75,7,7.41,9.75,3.8
33004171,9,8.50,8.20,-,-,-,9.50,7.50,4.75,7.91,9.5,4.75
33004174,3.80,6,5.80,-,-,-,7.25,7,4.25,5.68,7.25,3.8
33004173,8.20,4.50,9,9,8.50,4.75,-,-,-,7.33,9.0,4.5
33004175,9.40,8.25,8.20,-,-,-,8.50,6.50,5.50,7.73,9.4,5.5
33004172,9.40,9,8.40,-,-,-,9.75,9,8,8.92,9.75,8.0
33004178,8.60,7.50,9.40,6.25,9.75,8.50,-,-,-,8.33,9.75,6.25
33004177,8.80,7.50,8.20,-,-,-,7.50,6,2.50,6.75,8.8,2.5
33004179,5.60,5.83,6.60,-,-,-,8,6.75,3.25,6.0,8.0,3.25
33004180,3.20,6.25,5.20,-,-,-,7,6.25,2.50,5.07,7.0,2.5
33004181,9.60,8,9.20,6.75,10,9.50,-,-,-,8.84,10.0,6.75
33004184,3,6.25,3.80,-,-,-,8.50,6,4.50,5.34,8.5,3.0
33004185,9,8.25,9.20,-,-,-,8.50,7.75,5.25,7.99,9.2,5.25
33004187,8.40,6.50,8.80,6.25,9.50,9,-,-,-,8.08,9.5,6.25
33004193,6.40,8,8.20,8.50,7.75,7.25,-,-,-,7.68,8.5,6.4
33004191,9.60,6.25,8.20,5.75,6.75,7.25,-,-,-,7.3,9.6,5.75
33004195,9,7.25,8.40,6,8.25,8.25,-,-,-,7.86,9.0,6.0
33004194,8.60,9,7.80,-,-,-,9,7.25,4.50,7.69,9.0,4.5
33004196,9.60,8.75,7.60,-,-,-,9,7.50,4.75,7.87,9.6,4.75
33004197,8.80,8.50,8.40,-,-,-,8.25,7.50,6.50,7.99,8.8,6.5
33004199,8.80,9,9,-,-,-,8.50,7.50,5,7.97,9.0,5.0
33004198,8.40,8.08,7.20,-,-,-,8.50,7.50,6.50,7.7,8.5,6.5
33004203,8.40,8.25,6.80,-,-,-,10,9,6.50,8.16,10.0,6.5
33004204,9,9.50,7.40,-,-,-,8.50,8.25,5.25,7.98,9.5,5.25
33004201,6.80,7,8.60,4.50,8,6.50,-,-,-,6.9,8.6,4.5
33004202,9.20,8.50,7.20,-,-,-,9.75,8,7,8.28,9.75,7.0
33004200,6.60,7.50,8.40,4.25,8.25,8,-,-,-,7.17,8.4,4.25
33004205,8.40,6.25,9.20,7,8,8.50,-,-,-,7.89,9.2,6.25
33004206,9.20,8.75,8,6.50,6.25,7,-,-,-,7.62,9.2,6.25
33004207,8.20,5.75,7.20,5.25,4.50,5.25,-,-,-,6.02,8.2,4.5
33004208,7.80,7.50,8.60,6,8.50,8.25,-,-,-,7.78,8.6,6.0
33004210,5,7.25,8.80,8.25,8.75,4.50,-,-,-,7.09,8.8,4.5
33004212,7.60,7.25,7.40,-,-,-,8.75,7.75,7,7.62,8.75,7.0
33004211,9.60,4.50,8.60,4,5.50,8.75,-,-,-,6.83,9.6,4.0
33004214,9,8,7.80,-,-,-,8.25,6.50,5.25,7.47,9.0,5.25
33004217,8.40,8.75,7.60,-,-,-,9.50,7.75,6.25,8.04,9.5,6.25
33004220,5.20,6.75,8.60,4.75,8.25,7.25,-,-,-,6.8,8.6,4.75
33004223,7.60,5.50,8.40,-,-,-,9.25,8.25,5.25,7.38,9.25,5.25
33004221,6.40,8.25,7.80,-,-,-,8.50,8,4.50,7.24,8.5,4.5
33004222,8.60,5,8.60,5.50,8,8.75,-,-,-,7.41,8.75,5.0
33004224,9,7.25,7.20,-,-,-,8,7.50,6,7.49,9.0,6.0
33004226,8.60,8.50,9.40,-,-,-,9.25,7.50,6.50,8.29,9.4,6.5
33004225,9.60,6,8.40,6.50,6.50,7.25,-,-,-,7.38,9.6,6.0
33004228,7.60,6.50,8.40,7.25,7.50,7.25,-,-,-,7.42,8.4,6.5
33004229,9.60,7.25,9.40,5,6.25,7.75,-,-,-,7.54,9.6,5.0
33004231,9.40,7.25,8.60,5,7,6.50,-,-,-,7.29,9.4,5.0
33004230,8.60,7,8,6.25,8,7,-,-,-,7.48,8.6,6.25
33004233,6.40,7.50,7,-,-,-,8.25,7,5,6.86,8.25,5.0
33004232,7,7,8.40,9,8.75,7.25,-,-,-,7.9,9.0,7.0
33004236,5.40,6.50,8.60,5.50,8.50,7.75,-,-,-,7.04,8.6,5.4
33004239,7.60,6.50,9,3.75,8.75,8.25,-,-,-,7.31,9.0,3.75
33004238,3.20,7.25,7.40,-,-,-,8.75,7.25,6.25,6.68,8.75,3.2
33004241,9.20,4.50,8.20,5.50,7.50,6.50,-,-,-,6.9,9.2,4.5
33004242,8.40,5.50,8.40,6.75,8.25,7.75,-,-,-,7.51,8.4,5.5
33004240,8.60,8,8.20,-,-,-,9,4.75,3,6.92,9.0,3.0
33004245,4,6,7.60,-,-,-,5.75,6.25,4.25,5.64,7.6,4.0
33004244,9.20,9.25,8,-,-,-,10,9.75,8,9.03,10.0,8.0
33004247,7.60,6,8.40,8,8.50,6.75,-,-,-,7.54,8.5,6.0
33004248,9,7.25,5.80,-,-,-,7.75,9.50,3.50,7.13,9.5,3.5
33004246,4.60,6,7.20,-,-,-,9.75,8.50,7.50,7.26,9.75,4.6
33004249,9.20,6.50,9.60,5.50,3,7.75,-,-,-,6.92,9.6,3.0
33004250,7.40,6.25,8.40,-,-,-,7.75,7.25,5.25,7.05,8.4,5.25
33004252,8,8.25,8.80,6.50,8.25,7,-,-,-,7.8,8.8,6.5
33004253,8.60,8.25,8,-,-,-,8.50,8.25,5.50,7.85,8.6,5.5
33004256,7.60,6.25,8.60,5.50,8.25,7,-,-,-,7.2,8.6,5.5
33004255,9.60,5.75,8.60,-,-,-,9,7.25,5.25,7.58,9.6,5.25
33004258,9.20,7,7.40,-,-,-,10,7.25,7,7.98,10.0,7.0
33004259,9.20,8,9,5.25,5,7.50,-,-,-,7.33,9.2,5.0
33004257,8.60,6,9,7,5.75,7.75,-,-,-,7.35,9.0,5.75
33004260,9.40,7.50,8.80,-,-,-,8.50,6.75,5.25,7.7,9.4,5.25
33004262,8.80,7,7.80,5,7.25,8,-,-,-,7.31,8.8,5.0
33004261,9,9,7.40,-,-,-,8,7.50,5.50,7.73,9.0,5.5
33004265,6.80,7.25,7.60,8.75,7.50,6,-,-,-,7.32,8.75,6.0
33004266,9,9,8.20,-,-,-,9.75,8.25,6,8.37,9.75,6.0
33004263,6.60,7,9,5.75,6.75,8.25,-,-,-,7.23,9.0,5.75
33004268,9.40,7.75,8,-,-,-,8.75,8,7.50,8.23,9.4,7.5
33004267,9.80,8,7.60,-,-,-,9,7.50,5.75,7.94,9.8,5.75
33004270,8.80,6,8.80,6.50,7.25,7.75,-,-,-,7.52,8.8,6.0
33004272,5.80,7,8.20,5.50,7.25,8,-,-,-,6.96,8.2,5.5
33004274,7,6.50,9.40,7.25,8.25,6.75,-,-,-,7.52,9.4,6.5
33004273,6.40,7,9.40,4.25,8.50,7.75,-,-,-,7.22,9.4,4.25
33004276,6.40,7.50,7.40,-,-,-,9.75,8.25,8.25,7.92,9.75,6.4
33004278,7.80,6.50,8.60,4.25,8.75,7.25,-,-,-,7.19,8.75,4.25
33004275,8.40,5.25,9.20,6.50,9.75,9.25,-,-,-,8.06,9.75,5.25
33004279,8.80,7,5.40,-,-,-,8.50,7.25,3.25,6.7,8.8,3.25
33004281,7.20,7,8,-,-,-,8.25,9,7,7.74,9.0,7.0
33004280,9.20,6.50,8.60,-,-,-,9.50,6.75,6.25,7.8,9.5,6.25
33004282,4.20,6.50,8.80,4.50,8.50,8,-,-,-,6.75,8.8,4.2
33004284,5.60,5.50,9.20,4,8.25,8,-,-,-,6.76,9.2,4.0
33004283,9.80,6,8.60,4.75,3.50,8.75,-,-,-,6.9,9.8,3.5
33004285,7.20,5,8.20,3.50,4.50,6.25,-,-,-,5.77,8.2,3.5
33004286,9.20,6,8.40,7.25,7,8,-,-,-,7.64,9.2,6.0
33004287,8,5.50,8,5.50,7.25,6.75,-,-,-,6.83,8.0,5.5
33004288,6.40,5.50,9,9.25,9.25,4.25,-,-,-,7.27,9.25,4.25
33004289,8,7.25,7.60,-,-,-,8.25,7.25,5.50,7.31,8.25,5.5
33004291,8.40,7.50,8.20,5.50,5,7,-,-,-,6.93,8.4,5.0
33004293,8.40,6,8.60,4.75,8,8,-,-,-,7.29,8.6,4.75
33004290,9.20,7,7.80,-,-,-,9.50,7.50,7.50,8.08,9.5,7.0
33004294,7.40,6.50,8.20,6,7,5.50,-,-,-,6.77,8.2,5.5
33004296,8.80,7.25,8,-,-,-,9.75,8.25,6.75,8.13,9.75,6.75
33004295,9.40,8.25,7.80,-,-,-,7,7.25,5.25,7.49,9.4,5.25
33004299,9,4.25,8.60,5.25,6.25,6.75,-,-,-,6.68,9.0,4.25
33004298,9.40,5.25,9,2.50,7.25,6.75,-,-,-,6.69,9.4,2.5
33004302,6.20,5.50,9,6,9.50,8.75,-,-,-,7.49,9.5,5.5
33004300,9.40,8,9.60,8.25,8,7.25,-,-,-,8.42,9.6,7.25
33004304,8.80,3,8.40,3.25,8.25,4.75,-,-,-,6.08,8.8,3.0
33004301,9.20,4.25,9.40,3,3,7.75,-,-,-,6.1,9.4,3.0
33004306,8.80,8,7.60,-,-,-,9,7.25,4.75,7.57,9.0,4.75
33004307,8.80,3.25,8.80,5.25,4.50,6.50,-,-,-,6.18,8.8,3.25
33004308,9.20,7.75,7.80,-,-,-,8.50,8.25,5.75,7.88,9.2,5.75
33004314,8,8,8.20,-,-,-,9,6.75,6,7.66,9.0,6.0
33004310,9,8.50,7.20,-,-,-,9,8.50,7.25,8.24,9.0,7.25
33004315,8,7,7.20,5.75,7,7.25,-,-,-,7.03,8.0,5.75
33004316,6,8,8.80,9.50,8.50,5.75,-,-,-,7.76,9.5,5.75
33004317,4,3.75,9.20,4.50,8.25,8,-,-,-,6.28,9.2,3.75
33004318,8.60,6.75,9,4.50,8.75,8,-,-,-,7.6,9.0,4.5
33004321,9,8.75,8,-,-,-,10,8.25,8.75,8.79,10.0,8.25
33004319,7.80,7.50,8.40,-,-,-,9.25,6,4,7.16,9.25,4.0
33004322,9.60,7.75,8.80,6,8,5.50,-,-,-,7.61,9.6,5.5
33004323,6.40,7.75,7.60,-,-,-,9.50,8.75,8.75,8.12,9.5,6.4
33004325,9,6.50,8.20,8,8,7.50,-,-,-,7.87,9.0,6.5
33004324,9.40,8,8,-,-,-,7.75,6.75,5,7.48,9.4,5.0
33004326,9.80,7.75,8.20,-,-,-,8.25,6.25,5.50,7.62,9.8,5.5
33004329,8.80,6.50,7.80,5.25,7.75,7.25,-,-,-,7.23,8.8,5.25
33004328,9.20,7.75,8.40,-,-,-,9.50,8,5,7.97,9.5,5.0
33004330,8.20,8,7.60,-,-,-,9,7,4.25,7.34,9.0,4.25
33004331,7.40,6.25,7,-,-,-,8.50,6.25,5,6.73,8.5,5.0
33004327,9.20,8.75,7.20,-,-,-,9,8.75,6.50,8.23,9.2,6.5
33004333,9.80,6,7.60,-,-,-,9,8.50,7,7.98,9.8,6.0
33004332,8.60,5.75,8.40,7,7,8.25,-,-,-,7.5,8.6,5.75
33004335,7,8.50,8,-,-,-,8.25,7.50,6,7.54,8.5,6.0
33004334,9.80,5,8,7.75,8.75,7.50,-,-,-,7.8,9.8,5.0
33004336,9,7.25,8.40,6.25,6.75,8.25,-,-,-,7.65,9.0,6.25
33004341,8.60,7.75,7.20,-,-,-,8.50,6.25,6.25,7.42,8.6,6.25
33004338,10,8,6.60,-,-,-,8.75,7.50,5.25,7.68,10.0,5.25
33004337,4.80,8.25,6.40,-,-,-,8,7.75,6,6.87,8.25,4.8
33004340,1.40,7.25,8.80,6,9.25,8.50,-,-,-,6.87,9.25,1.4
33004342,8.80,8,8,-,-,-,9.50,7.75,7.25,8.22,9.5,7.25
33004343,9,7.50,7.20,-,-,-,8.25,8.25,3.50,7.28,9.0,3.5
33004344,8.40,5.75,8.40,5.25,6,6.25,-,-,-,6.67,8.4,5.25
33004346,7.40,6,8.20,-,-,-,9.25,8.50,6.50,7.64,9.25,6.0
33004347,8.80,6,7.20,-,-,-,10,8.75,9,8.29,10.0,6.0
33004349,8,8.25,8,-,-,-,8.75,7.50,5,7.58,8.75,5.0
33004345,5,6,6.80,4.25,3.25,4.50,-,-,-,4.97,6.8,3.25
33004350,6,6,8.40,4,8.25,6.75,-,-,-,6.57,8.4,4.0
33004351,6.60,6.75,7,-,-,-,8.50,6.75,4.75,6.73,8.5,4.75
33004353,9.40,7.75,7.80,-,-,-,10,8,7.75,8.45,10.0,7.75
33004354,9.40,8.50,8.20,-,-,-,10,8.25,8.25,8.77,10.0,8.25
33004355,5.60,6,9,9.25,9.50,5.75,-,-,-,7.52,9.5,5.6
33004357,8.60,7,7.80,5.50,7.75,7,-,-,-,7.27,8.6,5.5
33004359,8.80,6.50,8.80,6,8.50,7.75,-,-,-,7.73,8.8,6.0
33004358,9.20,8,7.60,-,-,-,7.75,6.75,4.50,7.3,9.2,4.5
33004361,7.40,8,9.20,-,-,-,10,8.50,8,8.52,10.0,7.4
33004362,8.80,6.50,8.40,4.50,4,8.75,-,-,-,6.83,8.8,4.0
33004360,8.60,5.75,8.60,3.75,3,6.75,-,-,-,6.08,8.6,3.0
33004363,9.60,7.75,8.60,7,7.75,6.75,-,-,-,7.91,9.6,6.75
33004364,9.80,5.75,8,5.75,6.25,8.25,-,-,-,7.3,9.8,5.75
33004365,9.60,5.25,7.60,5.25,4.25,8.25,-,-,-,6.7,9.6,4.25
33004367,9.40,4.75,8.40,5.25,6,7.50,-,-,-,6.88,9.4,4.75
33004366,9,7.75,7.80,-,-,-,6.75,6,4.75,7.01,9.0,4.75
33004368,9,8,9,6.25,8.25,8.25,-,-,-,8.12,9.0,6.25
33004373,7,5,8.60,4.50,7.50,8,-,-,-,6.77,8.6,4.5
33004369,9.20,6.25,9.20,6.25,7.50,7.75,-,-,-,7.69,9.2,6.25
33004370,8.80,6.50,8.20,3.75,5.75,7,-,-,-,6.67,8.8,3.75
33004375,9.60,6,9.40,5.75,4,9,-,-,-,7.29,9.6,4.0
33004374,3.40,5.75,8.60,4.75,8.25,8.50,-,-,-,6.54,8.6,3.4
33004376,8,6.75,8.80,7.75,9.50,7.25,-,-,-,8.01,9.5,6.75
33004377,5.60,6.75,8.40,5.50,8.50,8.25,-,-,-,7.17,8.5,5.5
33004378,9,6,8.20,7.25,7.50,7,-,-,-,7.49,9.0,6.0
33004379,4.40,4.25,8.60,4,7.75,7.25,-,-,-,6.04,8.6,4.0
33004381,9.60,6.75,8.80,6.25,7,7.50,-,-,-,7.65,9.6,6.25
33004384,8.60,8.75,8.20,-,-,-,9,9.75,8.50,8.8,9.75,8.5
33004387,8.80,7.25,8,-,-,-,8.50,7.50,5.25,7.55,8.8,5.25
33004385,9.60,6.50,8,6,6.50,7.25,-,-,-,7.31,9.6,6.0
